Number of ratings,Averaged user prediction error
18,0.44220057363
62,0.75330916748
97,0.80077791468
59,1.35776503189
18,0.93795619789
112,0.71546629785
54,0.29756165224
40,0.73124600469
66,0.74463574051
83,0.95097344232
30,0.9487678652
147,1.01501679047
138,1.14388006057
61,1.21464465053
152,1.2720806836
798,1.09356725775
679,0.87805898106
173,0.55595064087
63,0.79569623752
92,0.86925977549
19,0.6557748875
96,1.17945194771
15,3.09427669101
39,0.79720619076
110,0.50017303168
95,0.55175126672
266,0.94940227905
79,1.24096432906
27,1.02008147955
21,2.09814364395
14,1.21047374091
45,0.63888010069
71,1.11348785858
128,0.4538273412
38,0.61184015265
262,0.915912018
146,1.04394178424
219,0.78526568845
32,1.03547789786
62,0.8261018891
262,0.79523523208
166,1.04250578584
127,0.55972913395
47,0.60162858954
24,1.64935315983
16,0.97024074116
298,0.89447739537
64,0.44521484446
46,0.33799004664
90,0.96319047053
12,1.93144485463
119,0.79459455558
19,1.25276951905
67,0.81194044134
52,0.18335438702
16,0.66197384536
227,0.82389388553
132,0.91787806131
55,0.91336926714
122,0.67655897936
57,1.09481163193
281,0.61731025393
26,0.94392980594
33,0.86264844875
182,0.62131093306
33,1.28797428633
301,1.00352743918
324,0.78358879111
111,0.98648983954
23,0.87931826531
323,0.35494059651
20,0.55043655922
39,0.91504969295
19,1.32268366089
25,0.44142091924
27,0.89572125161
520,1.4392191041
352,0.705158367
359,0.55337250725
80,0.57808523781
227,1.23873054227
30,1.87604134013
182,1.72664202148
24,0.33066462275
92,0.58003577321
44,0.84028602108
69,1.57265144073
129,0.94591421433
37,0.46105889921
17,0.73498327202
29,1.01039788168
90,0.77737062184
179,0.68788917873
393,0.82311916385
104,0.46030566703
44,0.63179979652
40,0.61445900765
49,0.5839167285
75,0.46617184289
34,1.71237443055
648,1.00445958359
26,1.04090318439
48,0.71477013001
1068,0.71602167353
26,0.93444065142
44,0.20642140949
19,0.47640376154
369,0.60720936831
64,0.65785927313
55,0.73883646006
32,1.25596615502
149,0.22553453581
252,1.02367183786
21,0.14422396251
32,0.41403063946
19,0.33356210759
12,1.39357533269
91,0.69726126434
393,0.88377786487
39,0.92112985427
300,0.90860225363
15,0.82741325894
52,0.76358918172
38,0.76776377369
34,0.43370746781
215,0.44259786711
306,0.60857078108
48,0.71049563805
24,0.54739884726
336,0.79920122919
721,0.82857374272
21,0.81710127254
88,0.52207430071
63,0.38305141363
102,1.21156191361
173,1.15005796866
137,1.14662196104
226,0.80114324218
36,0.5054889647
184,0.24079422059
33,0.70082689442
15,0.57515304346
393,0.45459282377
608,1.21040492168
49,0.34643794443
58,0.81212903275
47,2.3271228217
115,0.62157630574
66,0.37856138667
12,2.52766234064
108,0.55554261056
87,0.65566065884
122,0.75270038743
20,0.72660635762
48,0.42681964535
360,1.06034316287
17,3.28784907756
42,1.05527494948
480,0.65534792522
91,0.80760022117
499,0.575999637
24,0.83427276451
14,0.43774392542
105,0.88177862832
114,0.90940229257
266,0.98864184713
13,0.32042480949
15,0.99320305846
127,0.68843196201
54,0.47037987851
339,0.72401257405
98,0.71721690121
187,0.7342235373
262,0.6388811147
194,0.81330634468
135,0.87639165342
19,0.76233924759
16,0.36866897876
192,0.88033824952
523,0.4516889673
89,0.54056230634
441,0.87915166717
166,0.59397788132
280,1.11773506844
20,0.96089240601
33,0.47605463582
132,0.70317938503
44,0.43725187019
97,1.20916866809
18,0.83457078961
42,0.9907931139
18,0.38269459031
32,1.38809674701
66,0.62972373578
25,0.3655163209
28,0.79983965342
67,1.04579226484
91,0.59361915073
19,0.30983726427
32,0.25905523213
505,0.73154465075
140,0.83905020362
202,0.90524853599
25,2.10821803021
38,0.44104731896
108,1.56738209925
365,0.77267378455
50,1.04212216032
68,0.70547500157
25,0.5422590756
206,0.61164736277
39,0.45629548021
120,1.49850208759
204,0.83537429932
55,0.66209730912
16,0.18037937879
14,2.70747368211
18,0.81672887278
16,1.25819941203
28,0.57993008154
49,2.0861445578
91,0.66452342179
39,0.55576422763
142,1.51406638458
135,1.2923216851
20,2.06341455469
10,0.42317284907
483,0.92099179837
36,0.3649788058
127,0.79854689746
38,0.66168190522
47,0.86045157963
148,0.78493105308
105,0.88866196882
34,1.1465255256
74,0.6202239423
64,0.39134575176
43,0.37189001616
12,1.19754731982
151,0.66427521034
36,0.54509428413
69,1.23044755726
42,0.66479194952
32,0.53293895025
43,1.03220516902
62,1.17871072664
536,0.68287342207
112,0.95671463642
32,0.71284347585
18,1.70861920273
12,0.8156315433
27,0.47882754873
25,0.96889600173
44,0.61734500321
694,0.93716594704
517,0.64933018139
14,0.28920266485
47,1.13623341737
66,0.66926644224
77,0.40595705154
421,0.60740631567
21,0.64239198019
32,0.58174935419
42,0.88724796465
226,0.67862530529
13,1.69802666648
342,1.10549826283
131,0.31794271921
183,0.60113000818
71,1.09025045641
14,1.4164450014
70,1.07394451275
122,0.81998577859
217,0.72456701397
50,1.09631485436
18,0.39993191789
12,0.99390671024
54,0.40039828569
159,1.4241017426
71,0.51075052392
27,0.37321010625
16,2.04112358247
23,1.06038277465
208,0.72499212681
120,0.72864530826
95,0.71808285109
34,0.97830935405
16,0.79635693527
57,0.78374526617
31,0.43289355711
18,0.74981244953
22,0.90172523629
28,1.68685548113
385,0.86586689904
69,0.48442391236
31,0.77580965648
214,0.54184192848
149,0.83176201031
89,0.56743810093
19,2.96983491982
363,1.07617389676
147,0.89462797629
676,0.46768951997
142,0.839361519
252,0.62590122063
538,0.75641023443
22,0.46579350454
57,0.7579503147
114,0.75967636769
162,0.99548887432
601,0.74272427209
92,0.7100264102
20,0.61617131588
17,0.80151333078
24,0.54803466175
48,1.07357858379
284,0.52558725692
585,0.67978999244
31,2.06309857765
86,0.91488819052
260,1.05519303383
112,0.74321906276
253,0.42048994921
17,3.75657242152
129,0.66212205412
22,0.56421614712
69,1.17914388484
24,0.74062978125
272,1.32770623072
349,0.28070960573
38,0.74983804971
49,1.2187602852
600,0.4466816996
97,0.60507367016
50,0.44597135834
195,1.05670326891
19,2.53781680692
33,1.07273645314
257,0.71596639915
77,1.64818776191
77,0.77176349593
44,1.27388002446
30,0.73978549837
111,0.49408551737
31,0.09449612554
41,1.43059030674
40,0.40649839435
19,0.50781064183
26,0.13782832392
239,1.5980752397
105,0.61255036009
333,0.93191939027
16,0.21407181823
123,0.80801187582
145,0.50822021662
197,0.49837345043
156,0.68583996202
144,0.92187379025
43,0.96797384595
14,0.53556111312
33,0.41467371002
41,0.76068374966
226,0.79688439929
39,0.79517490008
35,0.67591418879
18,1.13077400072
67,0.57004148143
47,0.86755758759
289,0.68514910059
565,0.58476447141
341,0.34989285917
15,1.23470634651
35,0.91426372975
178,0.51366088354
95,0.36858126762
20,0.88269231837
34,0.50539225168
95,0.43715265307
15,0.80210032074
129,0.60812945878
43,1.24412323762
493,0.60565491602
16,0.8675137813
26,1.22740206927
142,0.74197712063
25,0.31702573944
469,0.51719323433
17,0.53301245459
182,0.46949551117
133,0.6396393632
16,1.60760443068
145,1.24124759186
36,1.26457726234
23,0.62742809848
37,1.24222446112
40,2.03593165227
148,0.64281933579
58,1.24250692878
55,0.75142940744
118,0.59062842562
55,0.2627079615
99,0.79132654559
27,0.41455016925
44,0.38049300709
383,0.87711870463
45,1.18141707802
22,0.42424740716
379,0.39868882497
47,1.64171098671
194,0.71383547631
111,0.93669476242
15,0.24730740582
26,1.16861618465
16,2.12417153747
15,1.01014734338
121,0.7256962904
250,0.58900921779
59,0.77486108049
32,1.11867119755
35,0.58538960013
235,0.51043191608
323,0.99522687961
201,0.81890169083
47,0.54019824131
90,0.62240031523
395,0.68566639615
66,1.34424487419
15,0.54512613324
57,0.76700076432
196,0.47872186005
23,1.24102900777
65,0.71557494013
173,1.42072225077
14,0.50734248341
934,0.78181544939
19,0.36325180627
55,0.74111507457
67,0.5439488351
66,1.29889787988
21,0.44019343994
109,0.31599218376
197,0.68764873031
26,0.41439066861
159,0.51490916537
42,1.0806414294
56,1.07617384428
120,0.52977483257
261,0.7845747775
214,0.62624658404
68,0.58895239028
38,0.62848047925
642,0.91028178688
687,0.69419798267
133,0.28129883326
108,0.84975636337
128,0.45628017494
454,0.92065521502
14,0.45881720791
49,0.91658225963
46,0.7635666351
15,1.00692201867
110,0.59235314118
45,0.80249658042
73,1.16348597802
249,0.8670139563
138,0.81728333462
150,1.87509434703
311,0.72252286531
217,0.77631750775
131,0.61048708351
113,0.56560046369
281,1.16732664487
644,1.06290654581
95,0.94526128304
23,1.93413010726
70,1.23899694733
175,1.31194270885
26,0.55595582869
18,1.27126056241
21,0.4336172194
110,0.81143900823
276,0.63688338132
31,1.20074890812
30,0.67927933104
177,0.65486497212
316,0.93880875874
71,1.51569541337
83,0.63192062374
241,1.08090636547
39,0.58611274347
43,1.20187636801
18,1.18800692514
56,0.49800864575
114,0.95079614326
238,0.65946430784
167,0.50969978794
199,0.51261057379
90,0.67078259915
32,0.50703797777
309,0.74433761083
56,0.43555054218
36,0.77847041905
35,1.17588828546
29,1.01053821355
30,0.69109336865
38,0.6852444738
211,0.34589587869
49,1.49739380633
121,0.77289805851
16,0.92616559532
24,1.12072204082
29,0.61585941908
51,1.25779797155
194,0.62628430126
16,0.4412904171
140,0.52616126609
16,0.72083089784
26,0.70968971671
40,0.7982340661
145,0.91557152948
100,1.07613454004
17,0.48546224691
18,2.43875316456
19,0.25880058492
54,0.56226095535
52,0.27675304231
110,0.58638183679
18,2.86879897666
359,0.68031832737
39,0.6958167502
218,0.51463230496
28,1.41391156034
92,1.16161680045
33,0.92936151915
54,1.24720580764
221,0.56867615372
23,0.15383611154
22,0.27802339382
36,1.38008386598
370,0.40592673617
39,0.27710188862
108,1.24314348533
93,0.57256519809
49,0.94739977755
26,1.42345188147
77,0.80807267291
280,0.78845397407
15,0.46948307057
16,2.07902312757
70,1.37531032588
34,0.24214507473
49,0.44095417206
19,0.86548403697
18,0.55770384514
101,0.6175529221
33,0.92909824057
205,0.65079985107
135,1.74409501397
33,1.10659821118
73,0.4698513184
95,0.35231318389
44,0.83196124688
269,0.35944407438
16,0.49466608965
30,2.10704803397
34,0.41594534676
609,0.85213225189
40,0.34544773705
16,0.24194011035
35,1.6635394968
45,0.63238685643
390,0.59454349541
25,0.91189126183
154,0.49130717419
16,1.61615641156
512,0.51320610047
38,0.50759436706
32,0.65734019904
53,1.58870457812
29,1.56904013302
183,0.65621944584
245,0.44501986694
56,1.2980738337
104,0.36475206958
196,0.7291120774
19,0.77461877108
49,0.73398787357
294,0.86519421549
17,1.56761042953
315,0.79025838443
92,0.73571562251
29,0.31597166102
41,0.35548894421
163,0.71914129435
20,0.46037801726
19,0.74094930845
134,0.43773105082
30,0.21647334094
31,1.02666339525
38,0.9342339661
36,1.80276131251
103,0.54841727105
153,1.56814120865
25,0.53052887674
208,0.41576922074
42,1.41081136488
22,0.42827973205
219,0.53368824245
329,0.72308805296
17,0.48606836785
152,1.04204958316
77,0.66045539022
11,0.55332164762
25,1.09955865701
84,0.67061936757
17,1.29196985301
36,0.75814432982
11,1.0365704248
29,0.56240264638
168,0.378488925
31,0.50677925575
224,0.70462946742
98,1.35149206788
15,1.4570789918
24,0.88379999392
23,1.61829519971
16,1.28704400366
27,0.95960403289
60,0.16236274951
81,0.42248581336
73,0.85352597182
45,0.54865881651
272,0.88867230903
18,0.38883511742
17,0.78909317109
47,0.42149417777
28,0.35969697069
253,0.43272882577
152,0.42423590096
75,1.29347428191
54,0.46517104626
118,0.69444217332
119,0.50336519554
30,0.69007587828
208,0.34901460172
63,0.50923820823
102,0.49797350432
36,1.39498147919
52,0.94335645832
14,1.05234229746
77,0.64779573661
56,1.25617841076
55,0.92531464184
78,0.55301236132
17,2.02907176823
631,0.70955506067
44,0.62962802786
21,0.7895461288
37,1.39749379024
27,1.54264288722
22,1.07328425674
14,0.63092585729
14,0.69440398302
26,0.87498840668
246,0.71970533156
66,0.73627209245
147,1.07368110815
33,1.55179153576
58,1.83126728768
568,0.44887506625
91,0.57272978819
365,0.58245034092
88,1.51600924182
141,0.77463375973
22,2.04621083383
130,1.2437646586
16,0.93134993132
263,0.7152426172
67,1.47402032264
83,1.88539902873
361,0.79986921209
81,0.68119755158
37,0.39910742958
572,1.24382718077
236,0.57723680014
164,1.27897603971
89,0.65965748119
18,0.93760800379
249,0.38563221165
428,0.5743881179
59,1.22311127179
434,0.68195753355
150,0.641702204
370,0.7940347668
116,0.45779066925
118,0.67287826981
92,0.87699662922
90,0.45856843144
102,0.86867870717
49,1.30630164265
183,0.83518554744
62,0.96548812619
329,0.83065105902
74,1.29226190363
222,0.42949957466
77,1.04399757265
164,1.37962894148
62,0.42367137884
219,1.38943421471
124,0.73522422265
32,4.14688134735
253,0.70551201861
121,0.55655486585
346,0.49499948095
721,0.61784214635
61,1.79149304313
80,0.95357333482
17,0.98891289355
73,0.55843742287
52,0.71626827365
55,0.72914498012
44,1.84938113777
126,0.57036604039
354,0.5542393477
198,0.61715827196
104,0.69299338108
94,0.75243840852
21,0.56177614429
39,1.64058438609
32,1.02011787761
199,0.80536653181
13,0.3537380576
157,1.04781874723
14,0.57852431275
135,0.53305932045
16,0.65511456033
50,0.70382003255
387,0.88417282563
88,0.41115665857
109,0.75619708362
32,0.41790324277
84,0.43821152539
51,0.60790679387
352,0.669144378
32,1.33759130781
66,1.40040029719
399,0.49680289174
23,0.49428686347
17,1.56163903822
86,1.69363874822
143,0.59498224221
21,0.77564443703
123,1.42147500079
27,1.29646286525
216,0.48196399337
164,0.39978760137
52,0.47122214229
50,1.19822418954
87,1.84927437559
59,0.59207496945
62,0.83920198309
131,0.75012461449
351,0.5826232632
75,0.33208289232
72,0.66572725676
25,0.80079332057
201,1.09313508953
102,1.91069407901
77,0.49507639347
70,0.55158494668
67,1.16226795418
269,0.62349054683
13,0.66617081556
237,0.62326578925
139,1.82755802252
100,0.96555318461
114,1.18179998483
115,0.72394345732
27,1.23453208692
14,2.06220916504
20,0.44406785864
154,0.66074660086
45,1.35014867833
28,0.69290171949
39,0.735004404
262,0.51025748175
386,0.68860486079
23,0.89224537034
41,1.26706484521
15,0.95076746266
28,1.04361735511
168,0.67338684589
441,0.83413600034
23,0.45918684436
17,0.74110194318
15,0.61070675659
216,0.67671371757
35,0.38876569612
188,0.44713900004
26,0.39471219446
52,0.31820665523
94,0.92586444301
18,0.9229081878
133,0.93283900439
54,0.73509748931
42,0.57307901703
31,0.3506261955
97,0.53180720977
36,0.26943549304
39,0.21610432812
163,0.34288910334
170,0.87346944111
112,0.60728630573
79,0.6131837003
324,0.76885118585
142,0.4327097433
860,0.78188834394
222,0.5049101269
113,0.86200315083
153,0.59019395159
223,0.88121125699
149,0.56093665156
87,0.41575595379
338,0.81574347414
21,0.27609571123
271,0.66550375218
360,0.5432007458
80,0.89381486053
43,0.91134520426
34,0.33842128695
42,0.88876494598
33,0.47483159566
118,1.03942175237
44,0.38663941525
307,0.51953451918
101,1.10930759272
134,0.30814953681
498,2.06039826057
91,0.36669524102
97,0.48669838237
21,1.33604173073
154,1.29364772195
71,1.14609446262
26,0.62942074279
58,0.56767235278
364,0.56313388502
193,0.39481426263
39,1.03467103539
672,1.23905422886
35,1.0669336014
164,0.40322271226
14,0.67145776311
87,0.7245454783
111,0.97477968584
113,0.61529762948
753,0.5149472669
26,0.45240674453
19,1.12339277573
19,0.82042408566
239,0.50603033964
91,0.4634978543
72,0.49471796546
276,0.57731808011
220,0.91856347351
53,0.67799116681
107,0.52295141074
475,0.80770920096
47,0.89151756998
64,2.3713441492
362,0.49640017824
185,0.64407682462
19,1.4911483651
31,1.50735491151
157,0.80749564728
482,1.49372311024
318,0.4642940361
149,1.16124645944
105,0.99026410972
21,0.67298663739
256,0.6353133921
107,0.4501523892
62,0.4557895777
77,0.73402165984
116,0.81336000257
16,0.51253495109
144,0.95701957559
28,0.98172545183
46,0.7108200478
14,0.45529466541
80,0.70650036897
347,0.76985092294
33,0.69294258931
60,0.55680633449
80,1.14109853629
40,1.49425146908
32,0.2577653684
302,0.75773093911
69,0.48459379331
147,0.94255749279
71,1.03497205643
92,0.89368096399
259,1.16354537795
43,1.15453339266
470,0.7369023476
64,0.49695555038
133,1.77107339057
286,0.49200529779
218,0.54833457763
34,0.7058833673
89,1.10471072218
81,1.33970448604
40,0.16207567718
42,0.45288069438
40,1.03026486291
279,1.05205699955
190,0.86828826145
21,0.71682258338
145,0.76529204599
16,1.24489732516
239,0.57771482086
319,0.69892379663
320,0.74389911726
146,1.48255693585
22,0.59330734733
86,0.5957306886
52,0.37022645782
112,0.41640339237
294,0.80759870751
95,0.65368370539
21,1.6191005966
30,1.24473709253
58,0.82355631519
29,0.25433262838
671,0.50353446998
37,0.91855369055
204,0.71568562768
46,0.22098137256
30,0.85228498012
23,0.29210164475
145,0.4383528389
80,0.84216364339
119,1.35702541837
798,0.98204876397
79,0.38402884039
77,0.59328519294
217,0.94341225217
31,1.09619699822
470,0.60392633658
126,1.28352779796
594,0.83564303989
85,1.0661214831
223,0.83346883305
137,0.51677636914
20,0.813097131
44,1.48922612868
97,1.6581172947
54,0.59817154193
55,0.25095436504
63,0.41711124334
213,0.50202942428
73,0.41174673945
110,0.7733440284
121,0.52319279479
23,1.5370248214
46,0.83157275618
26,0.55317330471
34,0.55219445736
18,1.31421090437
29,0.95104401514
18,0.19312418902
39,0.46631008971
450,0.99197769897
110,0.87172768807
106,0.74233222306
122,0.28718774026
57,0.49611730668
19,2.54402109241
112,0.95628984069
64,0.7366882438
48,0.57537113964
120,0.63732113199
140,0.27369199154
15,0.61512272615
12,0.70783625361
31,0.92315373662
360,0.88977441417
54,0.82706890255
20,0.71317286602
17,1.54595877177
17,0.46094982556
47,0.52647503323
39,1.05211754507
15,1.05101003467
246,0.86352459636
18,0.98373453786
95,0.29132900006
27,0.56666487779
57,1.00135550623
91,0.34746837712
43,0.48694549395
30,0.60106579207
31,1.00600428932
83,0.43343223801
178,0.86507408453
142,0.71069843404
36,1.8343814293
163,0.94532919857
512,0.75471553091
61,1.54084157714
187,0.55167074307
55,0.6245468529
109,0.65385069235
14,0.53250355182
85,0.30672184171
45,0.54907138647
34,1.1621848905
31,0.67793324301
116,0.60848340593
349,0.46042485137
185,0.38017036005
14,0.20932802102
65,0.4046911638
57,0.71176436065
12,0.38159253975
98,0.93880721677
82,0.45953767388
184,0.85380092919
18,0.19485026328
13,1.39107757985
86,0.63196526032
524,1.21329320932
575,0.56823336629
225,0.57450475121
290,0.68406856722
47,0.64698473584
158,0.78646213505
84,0.90549560544
63,0.780698039
109,0.74688088327
43,0.48345390576
18,2.2440684814
36,0.53015424788
223,0.33319065398
265,0.6008263917
219,0.52550643484
204,0.6390228562
32,2.28259879718
62,0.7071830097
128,0.35256055489
85,0.8131937823
47,0.47777398192
30,0.33069037025
260,0.70692321461
19,0.49059372522
275,0.44127641618
24,1.22005465564
64,0.64783434068
47,0.32931067279
111,0.52912415397
441,0.95327751225
16,0.26929685743
70,0.352626518
34,0.7267668342
16,0.86725492324
17,0.77749456967
18,1.19933398792
85,0.7594871798
72,1.64090502251
17,1.08183770179
32,1.17001764204
35,0.63852763894
89,0.36331350779
85,0.48862259822
245,0.56816259886
62,0.50322879913
15,1.13505987737
100,0.77536845314
283,0.52313277271
47,0.9255293363
27,1.33152986397
25,0.82731212816
60,0.46803537005
24,0.26927075523
40,0.77019563464
351,0.84935599852
21,0.42635257155
59,1.61025391991
22,1.27494002321
194,0.51315846835
271,0.75606538765
488,0.65406223138
194,0.92946483533
64,0.57463771186
107,1.72205407161
43,0.33404158214
123,0.8348275476
27,1.00230343753
116,1.05410335095
104,1.1652164177
324,0.43822729862
46,1.2456524692
163,0.44111071666
898,0.86598613066
420,0.45665678355
53,0.74038735286
99,0.43754942256
18,0.97013585519
96,1.19196460069
448,1.97708947104
179,0.81084946452
26,0.96962967826
16,1.18182599971
29,0.78318107358
46,0.929271893
84,0.74490452309
124,1.30734973056
102,0.6915026926
17,0.21458553427
192,0.5651719144
524,1.15571774159
27,1.29818965247
18,0.78166590653
49,1.21102201297
142,0.85125484476
20,1.58027585183
267,0.70292685496
170,0.94586992394
367,0.62392346609
81,0.79221560878
69,1.02798703019
17,0.38285168591
307,0.62527312498
16,2.47538212748
209,0.67529773798
49,0.53446350589
34,0.82990937201
58,0.51713232488
40,0.55847479354
56,0.53582243485
88,1.36422712516
126,0.34668939512
144,0.84173580543
35,0.6265311481
147,0.44420557921
279,0.74211957635
129,0.73060617127
100,0.73944595856
12,0.538193877
58,0.51509000444
118,0.40177475032
304,0.76934372366
28,0.7169892871
543,0.64903359469
100,0.63995974633
38,0.80506966519
43,0.64254301704
244,0.5398925158
18,1.52560082231
49,0.58694097419
237,0.43829212347
28,0.54584521419
16,1.74608292683
156,0.41212350715
848,0.68432137267
106,0.52914550423
31,1.20482726032
200,0.32562429249
198,0.86969697112
35,0.94896898808
88,2.01417659935
19,1.10996012843
36,1.0201246403
15,1.59345047929
62,0.48464245566
61,1.76459854458
63,0.85623341296
202,0.5753152853
23,0.61010954382
221,0.50118473417
31,0.72053214965
88,2.9793174134
15,0.2690688118
400,0.77321138811
466,0.50926607981
112,0.79048802225
41,0.62994022452
77,0.45941970135
33,0.19518819066
74,0.757907296
32,0.88455226464
90,0.54165862946
51,1.64677669239
153,0.73672968073
354,0.47356255578
189,0.57280119801
31,0.80501364751
14,0.28164762641
26,1.23526281411
49,0.69662600123
42,0.79618356334
69,0.252647281
16,1.21201396624
25,1.48965994941
101,0.58969450163
37,0.28895741187
290,0.5022763091
238,0.56818001143
150,0.45228761983
26,0.38037022477
14,0.52644080693
22,0.37640293712
23,1.94587939227
44,1.18827679301
562,1.13968920864
45,0.38996730898
63,0.40583754614
48,0.48525795465
53,1.43096526617
24,0.62050452359
19,0.99470414079
22,1.58412300151
33,0.30438099221
15,3.76488799818
229,0.71868149742
77,0.74126188924
29,1.87094538749
356,0.67714775871
24,0.55633845509
40,0.38248336276
171,0.53488726277
123,0.61443333824
15,0.34050801039
48,0.56729146218
17,1.50800174754
33,1.18650877422
34,0.171351599
20,1.30625922973
266,0.55357795893
115,1.11509108505
36,1.32902719005
139,0.84781633906
30,1.6640942985
93,1.1381033394
68,0.74594662336
160,0.53957611854
62,0.55469111337
29,0.58817215879
229,0.3201856779
186,0.5890225973
52,0.34559163035
30,1.04467794561
50,0.60317322445
62,0.65309264102
57,0.73322366435
21,0.9514312229
39,0.88455424587
24,0.581882814
20,0.36152753239
45,0.91104884131
200,1.43133503147
27,0.7046098934
20,0.69514359129
24,0.26585589113
72,1.53527493166
148,0.53150732403
24,0.35841769129
286,0.89334203361
276,0.44362159422
18,0.9268280556
92,1.15352608394
287,0.41790534809
74,0.54994893284
129,1.13949436333
35,0.72841307772
141,0.45490645492
134,0.81785838727
29,0.88002144214
225,0.63090598482
121,1.36757098725
17,0.8492277497
17,3.61741987531
152,0.36952339959
527,0.33502095611
140,0.5213589703
53,0.54370940591
134,0.67289409382
101,0.42853941939
18,1.08219126769
18,0.62221692189
127,0.72818596041
154,0.48723918043
98,0.49528938185
18,0.69464599682
37,0.630690598
19,0.86372096978
13,1.58425609599
37,1.06185033585
89,0.43274193389
51,0.76429208344
180,0.54298708744
25,1.92756434376
18,0.94825553578
43,2.00141240272
125,1.21624494499
86,0.87444502093
14,0.93724595929
19,0.80486083031
70,0.54638747413
26,0.63485908676
163,0.68205467101
35,0.53889149442
60,0.76482298131
131,0.31696350136
23,0.81581962961
14,1.70855585715
52,0.53700749499
33,0.2683014465
55,1.22076874949
15,0.74678215592
174,0.70094816347
38,0.12376002236
52,0.20610664005
39,0.96661756391
50,0.26874759185
181,0.81058601233
138,0.78475492724
37,1.14467507302
51,0.90005006815
443,0.76429827995
260,0.73710293623
30,0.33299480522
15,0.69337611734
15,1.04732221938
82,1.15626445923
14,0.78597942971
79,0.53340800739
24,2.18425007008
95,0.54295490166
40,0.87780222006
64,1.52702071949
54,1.00375024144
86,0.48101088822
25,2.41235790489
72,0.47953311165
114,1.20965021262
22,0.30782007906
146,0.40390738044
19,0.55546403418
20,0.6633607451
48,0.85106038642
69,0.58640143619
13,0.45809783405
326,0.54555012311
83,0.50240474707
210,0.48889910128
28,0.64313565604
46,0.2723890526
59,1.00919271864
92,0.79708512137
24,0.88509743169
19,0.23478049324
13,0.25300101327
100,0.77359370479
68,0.37426921486
23,1.69377663984
24,1.34579585187
23,0.48969796904
152,1.11178776935
23,0.88766307973
142,0.86754282883
20,0.16675585564
22,0.93322383668
74,0.79386207874
149,1.13510863282
22,0.65674821591
15,2.2014741748
24,0.43154261759
72,1.14204263544
24,0.64168676209
141,0.96611145929
73,0.7967231616
50,0.95203492033
241,0.88663948203
302,0.50566649855
208,0.86024018109
123,1.32155305687
199,1.11870973289
33,0.62124971143
147,0.32417714038
29,0.75550009536
101,0.59120503946
31,1.06513359488
31,0.5956915497
269,0.49976689817
16,3.11954330282
72,0.6280452888
172,0.79003316023
35,2.33571109392
88,1.41250252609
49,0.4540469724
51,1.46967858707
596,0.59083669781
